,Point,PlotName,date,PositionX,PositionY,X.LiveGrass,X.LiveForb,X.Shrub,X.DeadGrass,X.OtherDead,X.Litter,X.Bare,Observer,X.DeadAndLitter,gr,fire,burnyr,elev,soil,slope,Spring,BrLagOne,BrLagTwo,time,month,year,month,year,mgmt
13898,veg_C3C_01,C3C,6/21/2022,711685,4329173,0.3,0.001,5,35,8,2,0.15,ECB,0.37,cattle,3,0,436.1690063,4530,0.305074265,142.2,256.5,384.1,3003,6,2022,6,2022,cattle3
13899,veg_C3C_05,C3C,6/21/2022,711715,4328737,0.35,0.2,0,15,15,10,0.05,ECB,0.25,cattle,3,0,440.6150208,4530,0.043880697,142.2,256.5,384.1,3003,6,2022,6,2022,cattle3
13900,veg_C3C_07,C3C,6/21/2022,711776,4328406,0.3,0.4,0,10,3,2,0.15,NAW,0.12,cattle,3,0,440.4020081,4530,0.207430042,142.2,256.5,384.1,3003,6,2022,6,2022,cattle3
13901,veg_C3C_04,C3C,6/21/2022,712085,4328650,0.4,0.1,0,25,2,3,0.15,NAW,0.28,cattle,3,0,435.3660278,4530,0.350415985,142.2,256.5,384.1,3003,6,2022,6,2022,cattle3
13902,veg_C3C_08,C3C,6/21/2022,712097,4329299,0.4,0.25,0,25,10,0,0.001,ECB,0.25,cattle,3,0,430.559021,4530,0.116145813,142.2,256.5,384.1,3003,6,2022,6,2022,cattle3
13903,veg_C3C_09,C3C,6/21/2022,711981,4329033,0.3,0.25,0,30,8,6,0.001,ECB,0.36,cattle,3,0,425.256012,4530,0.187101481,142.2,256.5,384.1,3003,6,2022,6,2022,cattle3
13904,veg_C3SC_08,C3SC,6/22/2022,712719,4332266,0.5,0.15,0,30,2,3,0.001,ECB,0.33,cattle,3,0,421.2940063,4625,0.008839914,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13905,veg_C3SC_03,C3SC,6/22/2022,712678,4332355,0.25,0.4,0,25,8,2,0.001,ECB,0.27,cattle,3,0,421.4060059,4625,0.012375663,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13906,veg_C3SC_07,C3SC,6/22/2022,712549,4332465,0.2,0.3,0,15,10,15,0.1,ECB,0.3,cattle,3,0,415.934021,4530,0.156543514,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13907,veg_C3SC_10,C3SC,6/22/2022,712392,4332276,0.25,0.3,0,15,5,10,0.15,ECB,0.25,cattle,3,0,395.4940186,4550,0.293530978,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13908,veg_C3SC_05,C3SC,6/22/2022,711835,4332265,0.2,0.25,0,15,5,5,0.3,ECB,0.2,cattle,3,0,379.1350098,4590,0.123659415,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13909,veg_C3SC_06,C3SC,6/22/2022,712163,4332442,0.25,0.2,0,15,5,15,0.2,ECB,0.3,cattle,3,0,398.6720276,4550,0.420264666,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13910,veg_C3SC_02,C3SC,6/22/2022,712487,4331513,0.25,0.35,0,20,5,15,0.001,ECB,0.35,cattle,3,0,415.5170288,4530,0.160452654,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13911,veg_C3SC_01,C3SC,6/22/2022,712104,4331490,0.5,0.2,0,15,10,5,0.001,ECB,0.2,cattle,3,0,409.335022,4530,0.073255542,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13912,veg_C3SC_09,C3SC,6/22/2022,712325,4331819,0.25,0.5,0,5,0,0,0.2,MRB,0.05,cattle,3,0,410.3930054,4530,0.022137955,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13913,veg_C3SC_04,C3SC,6/22/2022,712153,4331791,0.5,0.2,0,10,0,0,0.2,MRB,0.1,cattle,3,0,393.8170166,4590,0.261489644,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13914,veg_C3SB_09,C3SB,6/22/2022,711500,4330305,0.3,0.55,0,5,0,0,0.1,MRB,0.05,cattle,3,1,423.4570313,4530,0.234781546,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13915,veg_C3SB_07,C3SB,6/22/2022,711692,4330126,0.001,0.001,90,0,0,0,0.1,MRB,0.001,cattle,3,1,417.3320313,4530,0.156407003,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13916,veg_C3SB_04,C3SB,6/22/2022,711795,4330668,0.25,0.49,1,5,0,0,0.2,MRB,0.05,cattle,3,1,407.9750061,4530,0.118485055,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13917,veg_C3SB_02,C3SB,6/22/2022,711936,4330528,0.62,0.2,0,5,3,0,0.1,MRB,0.05,cattle,3,1,415.9720154,4530,0.02786072,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13918,veg_C3SB_01,C3SB,6/22/2022,711209,4330980,0.5,0.2,10,10,0,0,0.1,MRB,0.1,cattle,3,1,407.5430298,4530,0.144596895,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13919,veg_C3SB_05,C3SB,6/22/2022,711597,4331263,0.6,0.2,0,5,0,0,0.15,MRB,0.05,cattle,3,1,381.6660156,4590,0.099860905,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13920,veg_C3SB_03,C3SB,6/22/2022,711347,4330696,0.5,0.25,0,0,0,0,0.25,MRB,0.001,cattle,3,1,406.5160217,4530,0.164970135,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13921,veg_C3SB_06,C3SB,6/22/2022,712703,4329518,0.15,0.75,0,8,2,0,0.001,MRB,0.08,cattle,3,1,420.0500183,4625,0.004529419,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13922,veg_C3SB_08,C3SB,6/22/2022,711206,4330534,0.45,0.001,3,0,0,0,0.52,MRB,0.001,cattle,3,1,417.2180176,4530,0.173070846,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13923,veg_C3SB_10,C3SB,6/22/2022,711342,4330511,0.65,0.2,0,10,0,5,0.001,MRB,0.15,cattle,3,1,425.4920349,4530,0.249130396,142.2,256.5,384.1,3004,6,2022,6,2022,cattle3
13924,veg_COB_10,COB,6/23/2022,713207,4334483,0.65,0.2,0,5,0,0,0.1,MRB,0.05,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13925,veg_COB_5,COB,6/23/2022,713284,4334362,0.25,0.5,0,5,0,0,0.2,MRB,0.05,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13926,veg_COB_07,COB,6/23/2022,713405,4334350,0.37,0.55,0,3,0,0,0.15,MRB,0.03,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13927,veg_COB_03,COB,6/23/2022,713456,4334577,0.5,0.15,0,3,2,0,0.3,MRB,0.03,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13928,veg_COB_02,COB,6/23/2022,713422,4334191,0.42,0.05,0,8,0,0,0.45,MRB,0.08,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13929,veg_COB_01,COB,6/23/2022,713276,4334227,0.2,0.03,0,1,0,0,0.76,MRB,0.01,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13930,veg_COB_06,COB,6/23/2022,713223,4334177,0.78,0.08,0,3,0,3,0.08,MRB,0.06,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13931,veg_COB_09,COB,6/23/2022,713249,4334064,0.8,0.1,0,5,0,0,0.05,MRB,0.05,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13932,veg_COB_04,COB,6/23/2022,712893,4334249,0.38,0.6,0,2,0,0,0.001,MRB,0.02,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13933,veg_COA_07,COA,6/23/2022,713547,4335100,0.4,0.3,0,10,0,5,0.15,MDR,0.15,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13934,veg_COA_06,COA,6/23/2022,713925,4335426,0.2,0.6,0,5,0,5,0.1,MDR,0.1,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13935,veg_COA_04,COA,6/23/2022,713850,4335569,0.75,0.1,0,5,0,5,0.05,MDR,0.1,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13936,veg_COA_10,COA,6/23/2022,713840,4335427,0.55,0.05,0,5,5,5,0.25,MDR,0.1,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13937,veg_COA_03,COA,6/23/2022,713788,4335334,0.5,0.05,0,10,5,5,0.25,MDR,0.15,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13938,veg_COA_02,COA,6/23/2022,713640,4335258,0.55,0.4,0,5,0,0,0.001,MDR,0.05,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13939,veg_COA_08,COA,6/23/2022,713543,4335380,0.35,0.25,0,5,0,5,0.3,MDR,0.1,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3005,6,2022,6,2022,cattle3
13940,veg_K1B_04,K1B,6/27/2022,711304,4329415,0.4,0.15,0,10,5,10,0.2,ECB,0.2,ungr,1,1,422.2210083,4530,0.156861942,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13941,veg_K1B_01,K1B,6/27/2022,711002,4329459,0.7,0.07,0,3,3,2,0.15,ECB,0.05,ungr,1,1,432.7510071,4530,0.3008838,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13942,veg_K1B_09,K1B,6/27/2022,710913,4329755,0.4,0.2,0,5,3,7,0.25,ecb,0.12,ungr,1,1,413.5420227,4625,0.068385966,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13943,veg_K1B_03,K1B,6/27/2022,710739,4329954,0.6,0.1,0,5,5,5,0.15,ECB,0.1,ungr,1,1,394.7740173,4051,0.240999661,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13944,veg_K1B_10,K1B,6/27/2022,711080,4329997,0.3,0.2,0,10,5,5,0.3,ECB,0.15,ungr,1,1,411.3740234,4530,0.063826395,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13945,veg_K1B_05,K1B,6/27/2022,711294,4329680,0.6,0.15,0,5,2,3,0.15,ECB,0.08,ungr,1,1,412.5000305,4530,0.323638301,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13946,veg_K1B_08,K1B,6/27/2022,711447,4329834,0.3,0.3,0,15,2,8,0.15,ECB,0.23,ungr,1,1,438.0670166,4530,0.034472595,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13947,veg_COA_09,COA,6/27/2022,713993,4335231,0.45,0.15,0,15,5,10,0.1,NAW,0.25,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3009,6,2022,6,2022,cattle3
13948,veg_COA_05,COA,6/27/2022,713564,4335528,0.3,0.2,0,15,5,10,0.2,ECB,0.25,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3009,6,2022,6,2022,cattle3
13949,veg_2D_06,2D,6/27/2022,711317,4328529,0.8,0.15,0,5,0,0,0.001,ENS,0.05,ungr,2,0,429.6850281,4530,0.094663382,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13950,veg_2D_02,2D,6/27/2022,711577,4328665,0.85,0.05,0,10,0,0,0.001,ENS,0.1,ungr,2,0,441.5030212,4530,0.032888879,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13951,veg_2D_07,2D,6/27/2022,711239,4327976,0.15,0.85,0,0,0,0,0.001,ENS,0.001,ungr,2,0,423.6610107,4783,0.151963078,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13952,veg_2D_09,2D,6/27/2022,711473,4328426,0.85,0.15,0,0,0,0,0.001,ENS,0.001,ungr,2,0,440.9450073,4530,0.006711344,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13953,veg_2D_05,2D,6/27/2022,711180,4328310,0.55,0.15,0,20,0,5,0.05,ENS,0.25,ungr,2,0,426.0000305,4530,0.10743569,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13954,veg_2D_01,2D,6/27/2022,711263,4328079,0.7,0.001,0,30,0,0,0.001,ENS,0.3,ungr,2,0,423.3340149,4783,0.059304821,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13955,veg_2D_03,2D,6/27/2022,711170,4328858,0.75,0.001,0,25,0,0,0.001,ENS,0.25,ungr,2,0,441.881012,4530,0.036750793,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13956,veg_2D_04,2D,6/27/2022,711205,4328737,0.9,0.07,0,3,0,0,0.001,ENS,0.03,ungr,2,0,440.5120239,4530,0.021506062,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13957,veg_2D_08,2D,6/27/2022,711155,4328598,0.05,0.95,0,0,0,0,0.001,ENS,0.001,ungr,2,0,439.3650208,4530,0.046190601,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13958,veg_2D_10,2D,6/27/2022,711111,4328512,0.85,0.001,0,15,0,0,0.001,ENS,0.15,ungr,2,0,440.3710327,4530,0.055347584,142.2,256.5,384.1,3009,6,2022,6,2022,ungr2
13959,veg_K1B_07,K1B,6/27/2022,711402,4330206,0.7,0.28,0,0,2,0,0.001,ENS,0.001,ungr,1,1,430.7130127,4530,0.378196986,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13960,veg_K1B_02,K1B,6/27/2022,711238,4330030,0.8,0.2,0,0,0,0,0.001,ENS,0.001,ungr,1,1,416.4180298,4530,0.131196836,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13961,veg_K1B_06,K1B,6/27/2022,711079,4330379,0.5,0.5,0,0,0,0,0.001,ENS,0.001,ungr,1,1,424.5620117,4530,0.208943864,142.2,256.5,384.1,3009,6,2022,6,2022,ungr1
13962,veg_COA_01,COA,6/27/2022,713602,4334963,0.4,0.35,0,0,15,5,0.05,ENS,0.05,cattle,3,0,NA,NA,NA,142.2,256.5,384.1,3009,6,2022,6,2022,cattle3
13963,veg_N2B_07,N2B,6/28/2022,708634,4329097,0.73,0.1,0,5,0,2,0.1,MRB,0.07,bison,2,0,386.5080261,4590,0.171084482,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13964,veg_N2B_04,N2B,6/28/2022,708692,4328826,0.48,0.5,0,2,0,0,0.001,MRB,0.02,bison,2,0,401.0320129,4530,0.249294026,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13965,veg_N2B_10,N2B,6/28/2022,708523,4329037,0.48,0.25,0,15,0,10,0.02,MRB,0.25,bison,2,0,401.3410339,4530,0.035556994,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13966,veg_N2B_09,N2B,6/28/2022,708395,4328973,0.15,0.7,10,5,0,0,0.001,MRB,0.05,bison,2,0,394.6730042,4530,0.220556479,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13967,veg_N2B_02,N2B,6/28/2022,708076,4329230,0.35,0.6,0,5,0,0,0.001,MRB,0.05,bison,2,0,396.8540039,4530,0.262550589,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13968,veg_N2B_08,N2B,6/28/2022,708474,4329415,0.56,0.4,0,0,2,0,0.02,MRB,0.001,bison,2,0,365.9270325,4590,0.089556329,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13969,veg_N2B_05,N2B,6/28/2022,708250,4328906,0.68,0.15,0,5,2,0,0.1,MRB,0.05,bison,2,0,400.9260254,4530,0.048971715,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13970,veg_N2B_03,N2B,6/28/2022,708022,4328569,0.23,0.25,50,2,0,0,0.001,MRB,0.02,bison,2,0,409.085022,4530,0.04120479,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13971,veg_N2B_06,N2B,6/28/2022,707910,4328693,0.47,0.2,0,15,3,5,0.1,MRB,0.2,bison,2,0,418.0950317,4530,0.312849699,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13972,veg_N2B_01,N2B,6/28/2022,708073,4329058,0.3,0.25,0,25,0,5,0.15,MRB,0.3,bison,2,0,394.0220337,4590,0.250214395,142.2,256.5,384.1,3010,6,2022,6,2022,bison2
13973,veg_C3B_07,C3B,6/28/2022,712054,4329494,0.5,0.45,0,0,0,5,0.001,ENS,0.05,cattle,3,0,440.4030151,4530,0.011760053,142.2,256.5,384.1,3010,6,2022,6,2022,cattle3
13974,veg_C3B_09,C3B,6/28/2022,712237,4329546,0.001,0.001,100,0,0,0,0.001,ENS,0.001,cattle,3,0,424.0620117,4530,0.107422957,142.2,256.5,384.1,3010,6,2022,6,2022,cattle3
13975,veg_C3B_10,C3B,6/28/2022,712477,4329548,0.3,0.5,0,0,0,20,0.001,ENS,0.2,cattle,3,0,418.8310242,4625,0.044906287,142.2,256.5,384.1,3010,6,2022,6,2022,cattle3
13976,veg_C3B_06,C3B,6/28/2022,712703,4329518,0.55,0.3,0,0,0,10,0.05,ENS,0.1,cattle,3,0,420.0500183,4625,0.004529419,142.2,256.5,384.1,3010,6,2022,6,2022,cattle3
13977,veg_C3B_03,C3B,6/28/2022,712279,4329692,0.4,0.3,0,15,5,5,0.05,ENS,0.2,cattle,3,0,416.9580078,4530,0.04828019,142.2,256.5,384.1,3010,6,2022,6,2022,cattle3
13978,veg_C3B_08,C3B,6/28/2022,711995,4329789,0.15,0.75,0,0,5,5,0.001,ENS,0.05,cattle,3,0,431.9780273,4530,0.170996626,142.2,256.5,384.1,3010,6,2022,6,2022,cattle3
13979,veg_C3B_05,C3B,6/28/2022,711827,4329701,0.5,0.5,0,0,0,0,0.001,ENS,0.001,cattle,3,0,433.5040283,4530,0.119070428,142.2,256.5,384.1,3010,6,2022,6,2022,cattle3
13980,veg_C3B_04,C3B,6/28/2022,711654,4329519,0.25,0.25,0,0,5,30,0.15,ENS,0.3,cattle,3,0,439.2810059,4530,0.071996733,142.2,256.5,384.1,3010,6,2022,6,2022,cattle3
13981,veg_2D_06,2D,6/28/2022,711317,4328529,0.72,0.1,0,15,0,3,0.001,MRB,0.18,ungr,2,0,429.6850281,4530,0.094663382,142.2,256.5,384.1,3010,6,2022,6,2022,ungr2
13982,veg_N1B_04,N1B,6/29/2022,710091,4328963,0.25,0.2,0,8,0,0,0.47,NAW,0.08,bison,1,1,412.2520142,4530,0.046444213,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13983,veg_N1B_10,N1B,6/29/2022,710008,4329021,0.2,0.4,0,7,0,0,0.33,NAW,0.07,bison,1,1,412.8830261,4530,0.013804628,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13984,veg_N1B_08,N1B,6/29/2022,709748,4329021,0.2,0.15,0,15,0,0,0.5,NAW,0.15,bison,1,1,384.9190063,4051,0.155961721,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13985,veg_N1B_09,N1B,6/29/2022,709495,4329035,0.3,0.25,0,15,2,2,0.26,NAW,0.17,bison,1,1,401.0870056,4530,0.067099968,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13986,veg_N1B_06,N1B,6/29/2022,709647,4328648,0.15,0.15,0,10,0,5,0.55,NAW,0.15,bison,1,1,403.5600281,4530,0.130293992,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13987,veg_N1B_02,N1B,6/29/2022,709904,4328481,0.15,0.25,20,1,0,4,0.35,NAW,0.05,bison,1,1,403.9710083,4530,0.069428703,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13988,veg_N1B_07,N1B,6/29/2022,710219,4328665,0.2,0.45,0,10,5,2,0.18,NAW,0.12,bison,1,1,414.3460083,4530,0.043099968,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13989,veg_N1B_05,N1B,6/29/2022,710172,4328844,0.25,0.15,30,0,0,5,0.25,NAW,0.05,bison,1,1,406.6750183,4530,0.111839359,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13990,veg_N1B_03,N1B,6/29/2022,710711,4328581,0.3,0.3,0,15,8,7,0.1,NAW,0.22,bison,1,1,438.7730103,4530,0.079795605,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13991,veg_N1B_01,N1B,6/29/2022,710419,4328287,0.1,0.25,0,10,5,25,0.3,ECB,0.35,bison,1,1,438.0890198,4530,0.008354964,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
13992,veg_C3A_08,C3A,6/29/2022,712315,4329974,0.4,0.15,0,10,0,5,0.3,MRB,0.15,cattle,3,1,420.8110352,4530,0.098664586,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
13993,veg_C3A_10,C3A,6/29/2022,712397,4330097,0.2,0.5,0,0,0,20,0.1,ENS,0.2,cattle,3,1,428.0770264,4530,0.128793442,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
13994,veg_C3A_03,C3A,6/29/2022,712142,4330090,0.45,0.15,0,0,5,20,0.15,ENS,0.2,cattle,3,1,439.460022,4530,0.113258501,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
13995,veg_C3A_09,C3A,6/29/2022,712001,4329880,0.15,0.45,0,0,0,25,0.15,ENS,0.25,cattle,3,1,426.8510132,4530,0.137305683,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
13996,veg_C3A_06,C3A,6/29/2022,711702,4329788,0.15,0.15,0,0,0,35,0.35,ENS,0.35,cattle,3,1,439.4670105,4530,0.053588096,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
13997,veg_C3A_02,C3A,6/29/2022,712331,4330265,0.5,0.2,0,0,0,20,0.1,ENS,0.2,cattle,3,1,425.585022,4783,0.052063584,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
13998,veg_C3A_04,C3A,6/29/2022,712523,4330322,0.25,0.65,0,0,0,5,0.05,ENS,0.05,cattle,3,1,419.5360107,4783,0.051715457,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
13999,veg_C3A_05,C3A,6/29/2022,712699,4330286,0.001,0.001,100,0,0,0,0.001,ENS,0.001,cattle,3,1,415.1110229,4625,0.115475395,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
14000,veg_C3A_01,C3A,6/29/2022,712791,4330387,0.5,0.3,0,0,0,15,0.05,ENS,0.15,cattle,3,1,420.5630188,4625,0.017314754,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
14001,veg_C3A_07,C3A,6/29/2022,712503,4330115,0.35,0.65,0,0,0,0,0.001,ENS,0.001,cattle,3,1,420.0810242,4783,0.037471145,142.2,256.5,384.1,3011,6,2022,6,2022,cattle3
14002,veg_N1A_03,N1A,6/29/2022,707862,4329916,0.15,0.6,0,5,0,0,0.2,MRB,0.05,bison,1,1,397.4610291,4530,0.268504197,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14003,veg_N1A_03,N1A,6/29/2022,707862,4329916,0.15,0.6,0,5,0,0,0.2,MRB,0.05,bison,1,1,397.4610291,4530,0.268504197,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14004,veg_N1A_04,N1A,6/29/2022,708000,4329544,0.2,0.2,0,35,5,10,0.1,MRB,0.45,bison,1,1,407.4290161,4530,0.011139452,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14005,veg_N1A_04,N1A,6/29/2022,708000,4329544,0.2,0.2,0,35,5,10,0.1,MRB,0.45,bison,1,1,407.4290161,4530,0.011139452,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14006,veg_N1A_01,N1A,6/29/2022,708161,4329534,0.25,0.65,0,5,0,0,0.05,MRB,0.05,bison,1,1,397.1650085,4530,0.253324027,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14007,veg_N1A_01,N1A,6/29/2022,708161,4329534,0.25,0.65,0,5,0,0,0.05,MRB,0.05,bison,1,1,397.1650085,4530,0.253324027,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14008,veg_N1A_09,N1A,6/29/2022,708278,4329552,0.1,0.3,0,3,0,0,0.57,MRB,0.03,bison,1,1,384.9430237,4590,0.25242346,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14009,veg_N1A_09,N1A,6/29/2022,708278,4329552,0.1,0.3,0,3,0,0,0.57,MRB,0.03,bison,1,1,384.9430237,4590,0.25242346,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14010,veg_N1A_02,N1A,6/29/2022,708485,4329738,0.05,0.08,0,5,0,2,0.8,MRB,0.07,bison,1,1,365.8270264,4590,0.12390905,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14011,veg_N1A_02,N1A,6/29/2022,708485,4329738,0.05,0.08,0,5,0,2,0.8,MRB,0.07,bison,1,1,365.8270264,4590,0.12390905,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14012,veg_N1A_05,N1A,6/29/2022,708308,4329960,0.62,0.08,0,15,3,0,0.1,MRB,0.15,bison,1,1,369.7550049,4590,0.074886737,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14013,veg_N1A_05,N1A,6/29/2022,708308,4329960,0.62,0.08,0,15,3,0,0.1,MRB,0.15,bison,1,1,369.7550049,4590,0.074886737,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14014,veg_N1A_08,N1A,6/29/2022,708320,4330043,0.1,0.25,0,5,5,10,0.45,MRB,0.15,bison,1,1,365.0880127,4590,0.114111748,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14015,veg_N1A_08,N1A,6/29/2022,708320,4330043,0.1,0.25,0,5,5,10,0.45,MRB,0.15,bison,1,1,365.0880127,4590,0.114111748,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14016,veg_N1A_07,N1A,6/29/2022,708015,4330036,0.45,0.05,0,15,0,20,0.15,MRB,0.35,bison,1,1,372.3300171,4590,0.117222415,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14017,veg_N1A_07,N1A,6/29/2022,708015,4330036,0.45,0.05,0,15,0,20,0.15,MRB,0.35,bison,1,1,372.3300171,4590,0.117222415,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14018,veg_N1A_06,N1A,6/29/2022,708313,4329635,0.15,0.35,1,5,0,2,0.42,MRB,0.07,bison,1,1,390.4000244,4590,0.21902253,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14019,veg_N1A_06,N1A,6/29/2022,708313,4329635,0.15,0.35,1,5,0,2,0.42,MRB,0.07,bison,1,1,390.4000244,4590,0.21902253,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14020,veg_N1A_10,N1A,6/29/2022,708338,4329675,0.3,0.001,0,5,0,2,0.63,MRB,0.07,bison,1,1,385.289032,4590,0.233888026,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14021,veg_N1A_10,N1A,6/29/2022,708338,4329675,0.3,0.001,0,5,0,2,0.63,MRB,0.07,bison,1,1,385.289032,4590,0.233888026,142.2,256.5,384.1,3011,6,2022,6,2022,bison1
14022,veg_C3SA_03,C3SA,6/30/2022,710718,4331919,0.3,0.15,0,45,0,0,0.1,ENS,0.45,cattle,3,0,379.7210083,4590,0.138307824,142.2,256.5,384.1,3012,6,2022,6,2022,cattle3
14023,veg_C3SA_06,C3SA,6/30/2022,710848,4332330,0.001,0.001,100,0,0,0,0.001,ENS,0.001,cattle,3,0,365.0210266,4590,0.314913396,142.2,256.5,384.1,3012,6,2022,6,2022,cattle3
